source_channel,source_index,video_title,primary_pattern_grammar,secondary_pattern_grammars,url,duration_hms,fit_status,score,reason
HeyGen sample,,Create engaging learning videos with HeyGen,Use-Case Solution Playbook,Quick Win Tutorial,,,,,
HeyGen sample,,Create How-To Videos in Minutes with HeyGen!,Quick Win Tutorial,Use-Case Solution Playbook,,,,,
HeyGen sample,,Create On-Demand Webinars & Video Podcasts with HeyGen!,Use-Case Solution Playbook,Quick Win Tutorial,,,,,
HeyGen sample,,Create Skills-Based Training Videos in Minutes with HeyGen!,Use-Case Solution Playbook,Quick Win Tutorial,,,,,
HeyGen sample,,Create Stunning Brand Videos FAST with AI - Full HeyGen Walkthrough,Use-Case Solution Playbook,Quick Win Tutorial,,,,,
HeyGen sample,,Create Video Ads the Easy Way with HeyGen!,Use-Case Solution Playbook,Quick Win Tutorial,,,,,
HeyGen sample,,Customer Story: How to Create Engaging Business Videos Using AI,Customer Proof Story,Use-Case Solution Playbook,,,,,
HeyGen sample,,HeyGen 101,Product 101 Orientation,Academy Micro-Lesson,,,,,
HeyGen sample,,HeyGen 101 + Latest Updates,Product 101 Orientation,Feature Launch Story,,,,,
HeyGen sample,,HeyGen 101 Live Workshop,Product 101 Orientation,Academy Micro-Lesson,,,,,
HeyGen sample,,HeyGen 5.0 | The Next-Generation AI Video Platform,Feature Launch Story,Product 101 Orientation,,,,,
HeyGen sample,,HeyGen Academy: 101 - Custom Photo Avatar (Part 9),Academy Micro-Lesson,Capability Demo,,,,,
HeyGen sample,,HeyGen Academy: 101 - Custom Voice (Part 12),Academy Micro-Lesson,Capability Demo,,,,,
HeyGen sample,,HeyGen Academy: 101 - Generate Avatar (Part 10),Academy Micro-Lesson,Capability Demo,,,,,
HeyGen sample,,HeyGen Academy: 101 - Generate Looks (Part 11),Academy Micro-Lesson,Feature Launch Story,,,,,
HeyGen sample,,HeyGen Academy: 101 - Generating and Sharing your video (Part 7),Academy Micro-Lesson,Quick Win Tutorial,,,,,
HeyGen sample,,HeyGen Academy: 101 - Gesture Control (Part 14),Academy Micro-Lesson,Capability Demo,,,,,
HeyGen sample,,HeyGen Academy: 101 - Hyper Realistic Avatar (Part 8),Academy Micro-Lesson,Capability Demo,,,,,
HeyGen sample,,HeyGen Academy: 101 - Translation & Brand Glossary (Part 13),Academy Micro-Lesson,Use-Case Solution Playbook,,,,,
HeyGen sample,,HeyGen Academy: AI Studio - Perfecting your AI Video Scripts & Pronunciation (Part 2),Academy Micro-Lesson,Quick Win Tutorial,,,,,
HeyGen sample,,HeyGen August Product Updates!,Feature Launch Story,Product 101 Orientation,,,,,
HeyGen sample,,HeyGen for Training Videos,Use-Case Solution Playbook,Product 101 Orientation,,,,,
HeyGen sample,,HeyGen Interactive Avatar,Capability Demo,Feature Launch Story,,,,,
HeyGen sample,,HeyGen Latest Updates,Feature Launch Story,Product 101 Orientation,,,,,
HeyGen sample,,HeyGen Latest Updates - Interactive Avatar,Feature Launch Story,Capability Demo,,,,,
HeyGen sample,,HeyGen Realtime Avatar,Capability Demo,Feature Launch Story,,,,,
HeyGen sample,,HeyGen Workshop: Prompting Best Practices,Academy Micro-Lesson,Product 101 Orientation,,,,,
HeyGen sample,,HeyGen's AI Studio | Inside the Build Ep. 1,Behind-The-Build / Roadmap Narrative,Product 101 Orientation,,,,,
HeyGen sample,,HeyGen-API,Developer/API Integration,Capability Demo,,,,,
HeyGen sample,,How to auto translate videos into ANY language with AI (Full HeyGen Tutorial),Quick Win Tutorial,Academy Micro-Lesson,,,,,
HeyGen sample,,How to Build an AI Sales Assistant | Interactive Avatars with HeyGen,Use-Case Solution Playbook,Capability Demo,,,,,
HeyGen sample,,How to Create a Product Explainer Video in HeyGen,Use-Case Solution Playbook,Quick Win Tutorial,,,,,
HeyGen sample,,How to create an Avatar: Best Practices on HeyGen,Academy Micro-Lesson,Quick Win Tutorial,,,,,
HeyGen sample,,"How to Make AI Product Ads, Social Content, and More | Full AI Marketing Guide",Full Stack Trend Tutorial,Use-Case Solution Playbook,,,,,
HeyGen sample,,How to Make AI Videos Fast with HeyGen AI Studio | Full Tutorial for Beginners,Quick Win Tutorial,Product 101 Orientation,,,,,
HeyGen sample,,How to Make an AI Influencer in 5 Minutes | FULL TUTORIAL,Full Stack Trend Tutorial,Quick Win Tutorial,,,,,
HeyGen sample,,How to Start a FACELESS YouTube Channel with AI (Easy Tutorial),Full Stack Trend Tutorial,Quick Win Tutorial,,,,,
HeyGen sample,,"Interactive Avatar Demo: Creating Live, Two-Way AI Video Experiences",Capability Demo,Use-Case Solution Playbook,,,,,
HeyGen sample,,"Intro to HeyGen: AI Avatars, HeyGen's Editing Studio, Translation, Interactive Avatars & Pricing!",Product 101 Orientation,Capability Demo,,,,,
HeyGen sample,,LinkedIn co-founder's HeyGen avatar speaks on his behalf with 20 years of insight,Customer Proof Story,Capability Demo,,,,,
HeyGen sample,,"Make Viral AI ASMR Videos with Veo 3, HeyGen & ChatGPT (Full Tutorial)",Full Stack Trend Tutorial,Quick Win Tutorial,,,,,
HeyGen sample,,New Feature Launch: Generate Looks - Customize Avatars to Elevate Your Storytelling,Feature Launch Story,Academy Micro-Lesson,,,,,
HeyGen sample,,New | HeyGen Streaming Avatar,Feature Launch Story,Capability Demo,,,,,
HeyGen sample,,Personalized Video by HeyGen is Here!,Feature Launch Story,Capability Demo,,,,,
HeyGen sample,,Product Updates: Tools for Next Level AI Video,Feature Launch Story,Product 101 Orientation,,,,,
HeyGen sample,,The Most Realistic Photo-to-Video AI Yet - HeyGen's NEW Avatar IV + Free Credits!,Feature Launch Story,Capability Demo,,,,,
HeyGen sample,,URL to UGC - Instantly generate UGC content with a URL,Full Stack Trend Tutorial,Feature Launch Story,,,,,
Lillian Chiu,1,"how I got a Business Analyst job @Spotify, my new life building an app (+AI Tools)| Diary of a BA",Business Analyst / Tech Career Diary,Build-In-Public Side Business; Personal Milestone / Life Update,https://www.youtube.com/watch?v=EVFwIrzCGMA,9:03,strong_heygen_fit,4,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,2,"office politics in big tech, building my own app as a Biz Analyst (vibe coding)| Biz Analyst Diary",AI Data Workflow Tutorial,Business Analyst / Tech Career Diary; Build-In-Public Side Business; Workplace Communication Micro-Lesson,https://www.youtube.com/watch?v=WKmc6yAnvXI,9:36,strong_heygen_fit,5,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,3,"introvert working in big tech, typical Biz Analyst projects (+solving it)| Diary of a BA",Business Analyst / Tech Career Diary,Workplace Communication Micro-Lesson,https://www.youtube.com/watch?v=tsa0oWSajxA,12:06,strong_heygen_fit,4,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,4,I‘m living a softer life in 2026 | an introvert in her 20s,Relocation / Soft-Life Work Vlog,Workplace Communication Micro-Lesson; Work-Life Systems / Soft Productivity; Personal Milestone / Life Update,https://www.youtube.com/watch?v=nFSSU1AtqSE,9:56,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,5,ChatGPT for Data Analysis | Build Charts in 5 Minutes vs. 5 Hours,AI Data Workflow Tutorial,,https://www.youtube.com/watch?v=in3BS4St3h0,8:56,strong_heygen_fit,5,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,6,Living in NYC 🗽 | I didn't expect MBA partner life to feel like *this*… 💭,Relocation / Soft-Life Work Vlog,,https://www.youtube.com/watch?v=8obB1kZ5aho,10:26,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,7,"Build Your First AI Agent (4 Steps, No Code) 🤖 | Moving Back to NYC 🗽",AI Data Workflow Tutorial,Relocation / Soft-Life Work Vlog,https://www.youtube.com/watch?v=FCllyYfv0iQ,11:28,strong_heygen_fit,5,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,8,"These 5 AI Agents run my daily life🤯❗, AI Agent simply explained, why I'm in Vietnam...",AI Data Workflow Tutorial,Relocation / Soft-Life Work Vlog; Work-Life Systems / Soft Productivity,https://www.youtube.com/watch?v=KN1SVBkEYs4,12:47,strong_heygen_fit,5,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,9,"Data Analysis with ChatGPT (in 4 steps), AI replacing analysts?🧐, my new life in Vietnam🤍",AI Data Workflow Tutorial,Business Analyst / Tech Career Diary; Relocation / Soft-Life Work Vlog; Personal Milestone / Life Update,https://www.youtube.com/watch?v=uKNQTgCXdRM,10:59,strong_heygen_fit,5,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,10,"daily life in tech👩🏻‍💻| building AI workflows🤖, NotebookLM for biz analysis, surgery updates🥹",AI Data Workflow Tutorial,Relocation / Soft-Life Work Vlog; Work-Life Systems / Soft Productivity; Personal Milestone / Life Update,https://www.youtube.com/watch?v=qgoO3vg31VE,8:20,strong_heygen_fit,5,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,11,"THE ULTIMATE Business Analyst Interview Questions (+Case Study, SQL Round, Behavioral)",Business Analyst / Tech Career Diary,Interview / Case Study Prep; Community / Creator Milestone Q&A,https://www.youtube.com/watch?v=rhZ0w0vpX0w,11:48,strong_heygen_fit,4,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,12,productive routine⏱️managing 9-5 tech job + YouTube⁉️ (ft.@Jeff Su @ Google),Business Analyst / Tech Career Diary,Build-In-Public Side Business; Work-Life Systems / Soft Productivity,https://www.youtube.com/watch?v=4K3ldtAStmc,11:46,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Business Analyst / Tech Career Diary.
Lillian Chiu,13,"Working in Asia | dealing with burnout, re-defining my work and life plans (with 9-5 job)",Business Analyst / Tech Career Diary,Relocation / Soft-Life Work Vlog; Work-Life Systems / Soft Productivity,https://www.youtube.com/watch?v=a1R5eZ2v82Y,10:31,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Business Analyst / Tech Career Diary.
Lillian Chiu,14,"Living in NYC | my 2025 content strategy, .starting an MBA❓workcation in Mexico...",Relocation / Soft-Life Work Vlog,Build-In-Public Side Business,https://www.youtube.com/watch?v=5Dvum-IXb6k,9:34,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,15,quitting...❓how I built multiple businesses with a 9-5 job,Business Analyst / Tech Career Diary,Build-In-Public Side Business,https://www.youtube.com/watch?v=eKKM_w3Vkmw,12:28,strong_heygen_fit,4,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,16,"Living in Taipei | working remote from my home in Asia, launching my business (on PTO)",Relocation / Soft-Life Work Vlog,Build-In-Public Side Business,https://www.youtube.com/watch?v=xvv2ze1XIcs,12:23,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,17,I've been secretly working on this...,Personal Milestone / Life Update,,https://www.youtube.com/watch?v=aXSkNlKJsXk,2:40,no_heygen_fit,3,No strong product/SaaS grammar signal from HeyGen library. Proposed primary: Personal Milestone / Life Update.
Lillian Chiu,18,想在職場脫穎而出？5步驟教你解鎖潛能！(ft. Spotify 產品經理）,Business Analyst / Tech Career Diary,Bilingual Career Advice,https://www.youtube.com/watch?v=SzDTbQah3o8,2:31,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Business Analyst / Tech Career Diary.
Lillian Chiu,19,"Living in Vietnam | my home in Vietnam🏠, how I destress from work, back to my high school days",Relocation / Soft-Life Work Vlog,Work-Life Systems / Soft Productivity,https://www.youtube.com/watch?v=uVtWN1B3zt4,11:25,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,20,"Living in Vietnam| my daily life back home, enjoying life outside of work🌸, reuniting with family",Relocation / Soft-Life Work Vlog,Build-In-Public Side Business; Work-Life Systems / Soft Productivity,https://www.youtube.com/watch?v=NTu9FPZoRAE,10:12,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,21,"Living in Taiwan | bringing Boyfriend home❗culture shock, working midnight, couple arguments..",Relocation / Soft-Life Work Vlog,,https://www.youtube.com/watch?v=nf8MGUUQu6k,8:22,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,22,day in the life of a Business Analyst in tech| how I visualize data (in 3 steps),AI Data Workflow Tutorial,Business Analyst / Tech Career Diary; Relocation / Soft-Life Work Vlog,https://www.youtube.com/watch?v=SN8ZHFp_plw,13:58,strong_heygen_fit,5,Strong hybrid/title-level fit to existing HeyGen grammar.
Lillian Chiu,23,"Working in New York| chill day at home, evening destress & healthy routine",Relocation / Soft-Life Work Vlog,Work-Life Systems / Soft Productivity,https://www.youtube.com/watch?v=AwEgmocVyOQ,13:23,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,24,"Living in New York | work layoffs😵‍💫, productive work routine in my new apartment",Relocation / Soft-Life Work Vlog,,https://www.youtube.com/watch?v=3uivYFeHcmg,18:59,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,25,"Living in New York | apartment hunting with prices (+my new apartment!), becoming a boss",Relocation / Soft-Life Work Vlog,,https://www.youtube.com/watch?v=1gqGyJtpiyQ,18:54,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Relocation / Soft-Life Work Vlog.
Lillian Chiu,26,10 months later.. I launched my business analytics online course,Build-In-Public Side Business,Personal Milestone / Life Update,https://www.youtube.com/watch?v=i504Jog-zRI,2:35,no_heygen_fit,4,No strong product/SaaS grammar signal from HeyGen library. Proposed primary: Build-In-Public Side Business.
Lillian Chiu,27,籌備10個月..我的商業分析課程上架啦! 【 人人受用的數據思維｜商業分析師的養成之路 】,Bilingual Career Advice,,https://www.youtube.com/watch?v=82zkM8nQzVg,2:32,no_heygen_fit,3,No strong product/SaaS grammar signal from HeyGen library. Proposed primary: Bilingual Career Advice.
Lillian Chiu,28,"Living in New York | busy day in the office, starting a business? managing my time (job + youtube)",Business Analyst / Tech Career Diary,Relocation / Soft-Life Work Vlog; Build-In-Public Side Business,https://www.youtube.com/watch?v=epVYFUvoDhw,14:57,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the channel-specific viewer job. Proposed primary: Business Analyst / Tech Career Diary.
